City Name,State,Latitude,Longitude,Elevation (m),Annual Rainfall (mm),Earthquake Frequency,Erosion Index,Mining Activity,Landslide Probability,Flood Probability,Temperature (°C)
Vadodara,Gujarat,31.227342,75.870223,353,3522.71,1,6.1,Yes,0.367,0.105,38.2
Ghaziabad,Uttar Pradesh,27.235588,82.043997,2175,2239.3,2,0.8,Yes,0.787,0.75,41.8
Ludhiana,Punjab,22.358424,86.097537,12,4663.12,3,9.5,Yes,0.266,0.647,11.3
Agra,Uttar Pradesh,16.826222,96.758018,2920,3837.15,2,5.7,No,0.151,0.068,30.7
Nashik,Maharashtra,15.770929,74.650791,154,2502.68,5,3.5,No,0.078,0.512,39.4
Faridabad,Haryana,29.525743,93.30955,2734,1303.84,4,3.3,No,0.019,0.485,24.3
Meerut,Uttar Pradesh,19.732222,69.899899,394,719.79,4,7.1,No,0.998,0.889,18.9
Rajkot,Gujarat,31.93724,80.154102,560,3891.04,1,9.2,No,0.694,0.238,36.8
Kalyan,Maharashtra,8.855622,72.070896,2606,1885.32,1,5.8,Yes,0.564,0.729,21.8
Vasai-Virar,Maharashtra,26.988521,93.885875,160,1000.64,4,9.7,Yes,0.964,0.433,39.3
Varanasi,Uttar Pradesh,22.919324,70.618031,173,4971.05,1,3.3,No,0.135,0.841,38.3
Srinagar,Jammu & Kashmir,8.616014,76.345434,2428,4560.03,4,0,No,0.336,0.668,12.6
Aurangabad,Maharashtra,12.508462,80.461864,691,4829.69,2,6.2,Yes,0.166,0.549,22.8
Dhanbad,Jharkhand,25.433062,88.981474,1718,2561.43,2,7.9,Yes,0.714,0.671,15.6
Mumbai,Maharashtra,12.009941,75.237967,103,2789.78,4,8.8,No,0.538,0.182,12.5
Delhi,Delhi,23.804772,70.27768,2292,4878.78,5,8.5,Yes,0.821,0.485,12.9
Bangalore,Karnataka,23.72466,70.535871,2144,1716.85,4,6.4,Yes,0.765,0.955,19
Hyderabad,Telangana,21.265486,82.142987,2201,1490.04,2,0.8,No,0.946,0.695,25
Ahmedabad,Gujarat,12.722113,92.579512,1122,4252.38,5,7.6,Yes,0.432,0.326,21
Chennai,Tamil Nadu,15.28941,80.212695,1900,2844.09,5,1,Yes,0.591,0.726,27
Kolkata,West Bengal,21.575605,88.10593,1617,3623.37,3,7.3,No,0.947,0.754,18.7
Pune,Maharashtra,20.55764,91.20953,2594,772.08,4,8.5,No,0.039,0.895,22.6
Jaipur,Rajasthan,17.993925,70.769973,526,2894.26,3,8.1,Yes,0.341,0.902,35.1
Surat,Gujarat,35.425329,76.500606,645,1266.31,5,5.6,No,0.94,0.828,36.9
Lucknow,Uttar Pradesh,35.100287,80.925679,646,4832.82,4,2.6,Yes,0.742,0.562,22.8
Kanpur,Uttar Pradesh,16.560275,92.167509,2357,3853.04,2,6.2,No,0.383,0.482,34.3
Nagpur,Maharashtra,16.46437,82.876241,2097,2972.16,3,1.8,No,0.552,0.668,23
Visakhapatnam,Andhra Pradesh,16.840912,93.960862,2238,2772.5,3,1.8,No,0.129,0.863,15.1
Bhopal,Madhya Pradesh,36.39122,82.958933,1387,584.5,4,2.2,No,0.433,0.154,21.3
Patna,Bihar,25.9463,93.673767,1899,4250.26,4,7.8,Yes,0.739,0.163,41.8
Vadodara,Gujarat,24.670872,71.39947,973,4030.73,2,7.8,Yes,0.987,0.164,33.3
Ghaziabad,Uttar Pradesh,24.089407,75.614287,693,634,3,6.3,No,0.285,0.601,16.2
Ludhiana,Punjab,8.514347,82.028485,441,1493.81,1,2.4,Yes,0.175,0.51,36.4
Agra,Uttar Pradesh,34.87225,71.293542,879,1861.93,1,0.6,No,0.945,0.324,23.5
Nashik,Maharashtra,15.086615,68.920688,2911,4356.84,1,0.5,Yes,0.992,0.304,21.2
Faridabad,Haryana,14.860169,71.326621,2528,3660.59,4,6.7,Yes,0.175,0.332,27
Meerut,Uttar Pradesh,33.434424,84.522102,1139,4303.23,2,4.5,Yes,0.428,0.92,27.9
Rajkot,Gujarat,26.705806,78.890604,107,2110.24,4,7.8,Yes,0.024,0.564,39.1
Kalyan,Maharashtra,18.887784,78.582479,43,4101.46,1,9,No,0.229,0.791,23.8
Vasai-Virar,Maharashtra,9.636716,73.862874,760,3400.66,2,6.6,Yes,0.372,0.357,14
Varanasi,Uttar Pradesh,24.363333,80.499178,2815,3050.99,2,9.7,No,0.161,0.56,27.8
Srinagar,Jammu & Kashmir,18.04929,81.621848,1385,3646.14,1,0.7,No,0.21,0.702,29.3
Aurangabad,Maharashtra,30.196457,74.034194,232,4240.55,4,4.8,Yes,0.013,0.647,21.4
Dhanbad,Jharkhand,36.828556,73.802701,2087,3568.93,3,0.1,No,0.394,0.586,21.9
Mumbai,Maharashtra,22.202518,83.461934,983,2155.72,3,8.9,Yes,0.762,0.239,11.1
Delhi,Delhi,32.193364,78.915225,1595,3186.98,3,6,Yes,0.905,0.182,40
Bangalore,Karnataka,18.726841,92.809427,1735,3542.97,1,4.5,No,0.463,0.023,36.7
Hyderabad,Telangana,27.559922,87.487639,1546,3523.3,2,3.8,No,0.497,0.342,29.1
Ahmedabad,Gujarat,23.69389,68.643004,1597,534.61,3,1.2,No,0.971,0.786,29.5
Chennai,Tamil Nadu,34.213203,88.374814,2173,4925.5,2,4.4,Yes,0.784,0.86,24.9
Kolkata,West Bengal,22.245547,95.463366,1671,1512.25,4,2.4,No,0.427,0.486,35.8
Pune,Maharashtra,9.434456,95.015909,561,4385.32,5,2.4,No,0.128,0.259,44.8
Jaipur,Rajasthan,34.758808,82.011387,2765,2476.62,5,8,Yes,0.555,0.728,27.2
Surat,Gujarat,27.850751,93.775493,893,3303.88,5,2.1,Yes,0.267,0.144,43
Lucknow,Uttar Pradesh,21.98659,93.092179,134,3273.43,1,6.9,No,0.785,0.148,28
Kanpur,Uttar Pradesh,13.937896,77.603755,2576,3143.03,4,8.3,No,0.405,0.947,16.4
Nagpur,Maharashtra,24.534836,94.315524,1713,3159.98,1,9.8,Yes,0.391,0.007,38.7
Visakhapatnam,Andhra Pradesh,25.810153,92.940082,2191,2894.39,3,9.8,No,0.285,0.598,12.9
Bhopal,Madhya Pradesh,26.762374,79.783401,429,2335.46,4,5.1,Yes,0.273,0.267,13.9
Patna,Bihar,23.63797,80.440135,329,2000.49,1,4.7,No,0.134,0.031,33.2
Vadodara,Gujarat,24.51664,73.021149,726,833.69,3,0.9,No,0.536,0.117,40
Ghaziabad,Uttar Pradesh,11.536383,77.679954,2197,789.2,2,7.7,No,0.358,0.122,30.4
Ludhiana,Punjab,8.942934,80.060203,2388,680.98,4,1.7,No,0.569,0.795,21.2
Agra,Uttar Pradesh,14.731581,83.00604,643,4773.32,1,3.7,Yes,0.44,0.647,31.3
Nashik,Maharashtra,35.786758,69.452943,653,4837.54,1,8.8,Yes,0.977,0.705,22.5
Faridabad,Haryana,33.821479,86.740295,1029,4430.89,2,9.9,Yes,0.864,0.4,23.5
Meerut,Uttar Pradesh,12.322334,71.741862,2057,1598.68,1,0.3,No,0.892,0.887,10.3
Rajkot,Gujarat,24.090745,83.510216,1263,657.01,2,5.4,No,0.095,0.017,17.8
Kalyan,Maharashtra,15.559931,68.901834,2277,4135.93,2,5.7,Yes,0.2,0.164,23.9
Vasai-Virar,Maharashtra,10.623543,76.561032,2206,1513.61,5,8.6,Yes,0.589,0.397,11.3
Varanasi,Uttar Pradesh,12.643376,70.834947,1363,3012.61,1,9.8,Yes,0.031,0.372,15.7
Srinagar,Jammu & Kashmir,24.909642,93.475949,165,3349.93,5,5.1,No,0.494,0.313,41.3
Aurangabad,Maharashtra,18.289243,70.149211,2991,1153.77,1,4.4,Yes,0.419,0.555,43.1
Dhanbad,Jharkhand,17.426302,93.521275,895,580.31,1,7.6,Yes,0.308,0.28,43.3
Mumbai,Maharashtra,15.291576,95.651721,1321,3192.76,4,0.6,No,0.963,0.157,18.7
Delhi,Delhi,8.786334,68.30769,288,2145.65,2,2.8,Yes,0.029,0.225,33.7
Bangalore,Karnataka,8.878886,69.203603,996,742.67,3,4.9,Yes,0.052,0.452,39.5
Hyderabad,Telangana,30.937986,76.095372,2699,3408.92,4,0.7,No,0.802,0.728,19.7
Ahmedabad,Gujarat,11.265849,71.585874,2736,3714.87,3,2.4,Yes,0.399,0.483,18.7
Chennai,Tamil Nadu,21.005741,78.019248,1326,821.62,3,1,No,0.938,0.907,25.4
Kolkata,West Bengal,10.701573,91.177331,1891,2839.31,4,3.5,Yes,0.928,0.837,10.1
Pune,Maharashtra,11.188955,72.771401,288,3470.54,4,3.6,No,0.404,0.936,43.6
Jaipur,Rajasthan,10.809563,89.509959,2931,1084.19,1,6.9,Yes,0.658,0.98,37.1
Surat,Gujarat,18.155459,82.876422,361,1142.47,2,3.5,No,0.963,0.166,25.3
Lucknow,Uttar Pradesh,15.475585,84.266557,522,1146.69,4,4.5,Yes,0.129,0.378,37
Kanpur,Uttar Pradesh,12.510955,69.101182,425,2987.74,3,2,Yes,0.679,0.57,28.2
Nagpur,Maharashtra,19.279789,92.114755,244,2658.23,1,9.6,Yes,0.116,0.856,43.1
Visakhapatnam,Andhra Pradesh,29.713794,71.450305,2072,4975.28,1,4.2,Yes,0.558,0.263,29
Bhopal,Madhya Pradesh,11.010615,81.282097,745,1586.26,1,3.4,Yes,0.644,0.692,42.3
Patna,Bihar,25.14793,68.137807,452,4453.05,4,3.2,Yes,0.81,0.53,10.5
Vadodara,Gujarat,31.111265,90.190277,920,2114.72,5,2,Yes,0.211,0.693,31.2
Ghaziabad,Uttar Pradesh,11.95479,90.804355,2844,3384.43,1,7.9,No,0.659,0.847,34.8
Ludhiana,Punjab,18.986947,69.729427,607,4503.14,2,2.7,Yes,0.03,0.067,41.4
Agra,Uttar Pradesh,21.46725,86.260387,1999,3974.88,3,3.1,No,0.463,0.83,36.9
Nashik,Maharashtra,18.874238,74.767221,823,3352.15,5,7.9,No,0.569,0.812,30.2
Faridabad,Haryana,32.379959,95.267504,1040,4104.94,5,4.7,Yes,0.311,0.065,29.9
Meerut,Uttar Pradesh,19.906976,95.033451,2133,2101.99,2,8.1,No,0.198,0.04,10.5
Rajkot,Gujarat,22.312505,78.427626,1972,2908.62,5,3.6,Yes,0.584,0.784,32.5
Kalyan,Maharashtra,15.149025,74.360169,1759,3816.49,2,1.8,No,0.515,0.905,27.2
Vasai-Virar,Maharashtra,11.288887,75.809926,1789,2921.27,4,1.3,Yes,0.552,0.163,25.7
Varanasi,Uttar Pradesh,22.556805,72.982169,786,4283.02,2,5.7,No,0.354,0.687,36.3
Srinagar,Jammu & Kashmir,17.651176,93.600348,968,4116.28,4,8.6,Yes,0.022,0.778,34.1
Aurangabad,Maharashtra,29.40479,78.398023,2761,3570.7,2,5.4,No,0.222,0.095,17.5
Dhanbad,Jharkhand,9.767424,96.09983,2294,4922.95,1,5.2,Yes,0.124,0.854,28.2
Mumbai,Maharashtra,11.456532,74.042104,1859,2155.36,5,8,No,0.001,0.927,25.9
Delhi,Delhi,10.289088,71.756247,1705,2549.4,1,8.8,No,0.77,0.375,13.2
Bangalore,Karnataka,20.489554,93.670147,2943,851.58,2,9.9,Yes,0.687,0.796,42.3
Hyderabad,Telangana,14.214736,88.681767,1419,1002.67,5,0.1,No,0.656,0.372,10.3
Ahmedabad,Gujarat,34.58363,82.053781,2428,4897.9,4,5.9,Yes,0.202,0.049,19.9
Chennai,Tamil Nadu,23.058051,95.034148,355,1802.45,2,8.5,Yes,0.816,0.66,42.7
Kolkata,West Bengal,36.319117,84.394526,1525,3053.04,5,6.2,Yes,0.171,0.648,43.2
Pune,Maharashtra,21.061848,70.88387,2830,3838.07,3,3.4,Yes,0.408,0.45,38.5
Jaipur,Rajasthan,27.702954,91.854502,706,3436.17,2,1.4,Yes,0.696,0.7,27.8
Surat,Gujarat,13.537508,74.061239,1494,2856.52,1,1.4,Yes,0.209,0.87,26.7
Lucknow,Uttar Pradesh,20.115583,93.007624,874,2536.35,3,1,No,0.561,0.326,43.1
Kanpur,Uttar Pradesh,11.62135,90.212962,200,839.18,3,0.7,Yes,0.55,0.073,33.2
Nagpur,Maharashtra,30.806516,91.840803,1956,905.88,4,3.2,No,0.247,0.334,44.4
Visakhapatnam,Andhra Pradesh,30.307633,88.111608,1664,1416.69,1,2.1,Yes,0.291,0.474,29.7
Bhopal,Madhya Pradesh,24.17861,72.006452,254,3722.74,3,7.3,Yes,0.92,0.698,25.3
Patna,Bihar,34.698849,82.198093,2583,1455.85,5,4.4,Yes,0.628,0.761,40.5
Vadodara,Gujarat,33.972948,72.320917,1626,1115.03,2,4.1,No,0.64,0.64,29.4
Ghaziabad,Uttar Pradesh,31.672172,84.192386,1991,2423.93,4,3.9,No,0.656,0.787,35.3
Ludhiana,Punjab,15.162671,69.640286,1953,1108.73,3,4.6,Yes,0.643,0.171,27.8
Agra,Uttar Pradesh,11.099478,91.180414,1861,1714.7,1,9.8,No,0.571,0.348,26.8
Nashik,Maharashtra,10.223128,70.37199,1899,3761.57,2,6.3,Yes,0.401,0.756,33.2
Faridabad,Haryana,21.961454,89.360688,1982,3067.85,2,5.3,Yes,0.658,0.293,17.8
Meerut,Uttar Pradesh,26.452423,92.488525,513,3697.9,1,2,No,0.58,0.907,16.3
Rajkot,Gujarat,31.937057,73.649421,1662,926.09,5,1.1,No,0.586,0.617,21.4
Kalyan,Maharashtra,26.888209,88.711238,750,2038.64,2,7,Yes,0.259,0.972,22.3
Vasai-Virar,Maharashtra,33.194934,89.696384,54,1634.18,4,8.7,No,0.52,0.757,12.8
Varanasi,Uttar Pradesh,16.903951,85.765043,248,4807.6,5,2.8,Yes,0.516,0.251,26.2
Srinagar,Jammu & Kashmir,26.686093,87.719672,2110,4579.45,4,4.2,Yes,0.708,0.677,35.5
Aurangabad,Maharashtra,25.106185,74.876639,2872,4906.27,3,5.6,No,0.016,0.381,18.5
Dhanbad,Jharkhand,29.074859,85.10062,2741,4360.16,5,1.6,No,0.469,0.989,19
Mumbai,Maharashtra,8.348973,76.584519,1739,1433.66,3,6,Yes,0.148,0.461,22.3
Delhi,Delhi,12.493941,83.771885,1251,3701.33,3,6.6,No,0.268,0.005,29.8
Bangalore,Karnataka,19.525951,89.052296,2425,4568.45,1,8.5,No,0.887,0.113,31.6
Hyderabad,Telangana,27.463687,80.719972,1342,2564.08,3,7.7,Yes,0.396,0.174,33.6
Ahmedabad,Gujarat,23.858464,94.471822,1130,1221.67,1,1.1,No,0.063,0.15,11.8
Chennai,Tamil Nadu,25.146319,93.641972,2896,4672.55,1,7.3,No,0.77,0.321,16.6
Kolkata,West Bengal,13.775085,77.499723,1104,1397.21,3,0.5,No,0.247,0.165,28.7
Pune,Maharashtra,18.965651,84.067153,2882,4762.36,4,9.2,No,0.08,0.42,42.1
Jaipur,Rajasthan,25.558664,88.482074,1560,664.91,5,8.6,No,0.554,0.176,40
Surat,Gujarat,14.428852,76.673903,1019,2418.36,3,7.7,No,0.108,0.928,30.4
Lucknow,Uttar Pradesh,34.908139,72.043436,1837,1720.3,2,1.1,Yes,0.798,0.61,20.7
Kanpur,Uttar Pradesh,12.093172,83.133613,653,4518.92,4,5.1,No,0.851,0.887,13.7
Nagpur,Maharashtra,34.143289,84.809463,2537,4542.09,1,6,No,0.19,0.907,40.7
Visakhapatnam,Andhra Pradesh,32.852854,75.884068,2713,1167.79,2,6,No,0.059,0.068,27
Bhopal,Madhya Pradesh,36.46486,72.513182,2828,1727.13,5,3.6,No,0.795,0.819,36.8
Patna,Bihar,12.414577,72.56596,2007,4666.92,5,9.7,No,0.131,0.419,19.8
Vadodara,Gujarat,19.629568,94.63128,2981,3354.62,5,6.5,Yes,0.09,0.574,17.8
Ghaziabad,Uttar Pradesh,14.363481,84.690136,355,2928.23,3,2,Yes,0.424,0.066,23.6
Ludhiana,Punjab,22.550995,87.858978,96,2069.73,5,1.2,Yes,0.156,0.166,28.3
Agra,Uttar Pradesh,33.382468,94.502422,1330,1793.1,3,5,No,0.001,0.865,43.2
Nashik,Maharashtra,29.322283,82.82833,866,4108.23,1,0.4,Yes,0.28,0.358,36.6
Faridabad,Haryana,22.375746,79.905332,1674,2687.11,5,2.5,No,0.991,0.965,11.6
Meerut,Uttar Pradesh,17.081856,89.155561,2981,2989.55,1,0.5,No,0.642,0.388,34.8
Rajkot,Gujarat,35.184813,73.992084,57,900.87,4,2.4,Yes,0.05,0.962,22.4
Kalyan,Maharashtra,12.523054,76.343186,918,597.22,2,0.4,Yes,0.1,0.707,40.3
Vasai-Virar,Maharashtra,9.422103,94.92763,764,1850.24,5,5.7,Yes,0.355,0.82,20.5
Varanasi,Uttar Pradesh,22.465285,74.54211,2069,1967.17,3,2,Yes,0.594,0.732,28.4
Srinagar,Jammu & Kashmir,33.630428,79.416549,2328,3929.82,1,6.8,No,0.009,0.842,20.3
Aurangabad,Maharashtra,13.628779,90.982387,1986,2586.03,3,7.3,No,0.009,0.726,44.4
Dhanbad,Jharkhand,10.889625,82.33655,2657,3635.06,5,7.3,No,0.609,0.619,20.2
Mumbai,Maharashtra,23.363613,95.057695,403,4878.21,2,2.7,Yes,0.917,0.509,14.9
Delhi,Delhi,19.012492,89.740571,645,2872.51,2,4.4,No,0.436,0.487,31.7
Bangalore,Karnataka,20.580782,95.885991,306,4816.4,5,3.2,No,0.189,0.293,12.2
Hyderabad,Telangana,21.927902,69.967193,2598,2745.75,3,9.4,Yes,0.881,0.573,20.3
Ahmedabad,Gujarat,34.799006,88.515902,2058,1948.21,4,4.4,No,0.549,0.286,14.2
Chennai,Tamil Nadu,17.014896,84.908341,364,1040.16,4,6.6,No,0.279,0.761,19.9
Kolkata,West Bengal,17.222679,80.914322,1251,954.99,5,8.4,Yes,0.032,0.8,16.1
Pune,Maharashtra,14.367367,78.24515,1840,2782.7,2,3.9,Yes,0.886,0.066,37.7
Jaipur,Rajasthan,34.339385,71.258046,2520,2712.9,4,6.4,Yes,0.881,0.898,33
Surat,Gujarat,32.891416,68.845977,247,2231.68,4,4.4,Yes,0.22,0.548,34.1
Lucknow,Uttar Pradesh,36.230764,71.266328,1187,674.17,2,1.4,No,0.128,0.34,12.5
Kanpur,Uttar Pradesh,11.526009,77.323334,2074,4704.87,2,2.7,Yes,0.415,0.572,34.6
Nagpur,Maharashtra,31.392086,88.390647,2652,1967.72,2,4.5,No,0.828,0.494,20.9
Visakhapatnam,Andhra Pradesh,10.109084,81.729966,545,995.78,2,3.2,Yes,0.227,0.156,44.8
Bhopal,Madhya Pradesh,9.935473,70.857546,1945,1049.69,1,6.2,Yes,0.228,0.212,30.9
Patna,Bihar,29.879315,73.872835,2942,4499.99,5,0.2,Yes,0.667,0.635,18.7
Vadodara,Gujarat,16.374711,96.386419,118,1716.39,2,2.5,No,0.945,0.646,16.9
Ghaziabad,Uttar Pradesh,27.134013,79.604474,2611,3937.98,2,6,No,0.314,0.936,34.1
Ludhiana,Punjab,22.348266,85.466777,1191,3695.78,5,6.6,No,0.961,0.068,27.2
Agra,Uttar Pradesh,9.12215,79.159089,2412,3141.27,4,6.8,Yes,0.102,0.433,32.6
Nashik,Maharashtra,30.388756,85.913157,2589,4896.7,5,9.4,Yes,0.744,0.403,18.6
Faridabad,Haryana,26.149004,73.081887,2828,683.5,1,4.7,No,0.717,0.574,21.9
Meerut,Uttar Pradesh,14.719871,81.95206,1032,1924.51,5,5.8,Yes,0.343,0.442,10.1
Rajkot,Gujarat,32.184093,90.486902,2989,1996.93,3,1.7,No,0.827,0.589,36.6
Kalyan,Maharashtra,24.624289,91.947566,263,4597.4,1,4.5,Yes,0.062,0.173,22.5
Vasai-Virar,Maharashtra,22.377712,87.592896,2245,3514.56,1,9.4,No,0.049,0.332,21.9
Varanasi,Uttar Pradesh,8.651259,74.720273,1992,4962.55,2,3,Yes,0.093,0.233,35.2
Srinagar,Jammu & Kashmir,32.651009,87.558778,420,4487.46,4,0.9,No,0.215,0.309,17.1
Aurangabad,Maharashtra,11.92698,70.162602,2897,1363.26,4,5.2,No,0.776,0.853,36.5
Dhanbad,Jharkhand,24.263696,78.923412,2980,3439.63,5,4,No,0.287,0.314,25.5
Mumbai,Maharashtra,23.850752,82.096079,2987,2370.01,5,5.1,No,0.808,0.925,30.1
Delhi,Delhi,10.846275,93.452197,272,1933.34,3,5.6,No,0.814,0.823,21.6
Bangalore,Karnataka,27.110408,82.991962,1932,4655.36,5,3.1,Yes,0.201,0.751,43.3
Hyderabad,Telangana,35.658455,80.901927,769,4159.74,5,0.7,Yes,0.195,0.064,28.7
Ahmedabad,Gujarat,22.120321,84.744069,2710,2839.46,2,1.8,No,0.834,0.222,31.5
Chennai,Tamil Nadu,10.077048,88.679307,1209,2255.3,5,3,No,0.787,0.754,42.4
Kolkata,West Bengal,32.802403,82.53603,1659,1644.98,4,6.8,No,0.76,0.144,22
Pune,Maharashtra,10.621718,72.836603,1652,2303.07,4,3.3,Yes,0.632,0.67,21.6
Jaipur,Rajasthan,15.073553,70.244811,2292,4155.27,3,3.5,No,0.964,0.337,19
Surat,Gujarat,17.887408,80.644986,1339,865.78,4,5.5,No,0.263,0.141,23.9
Lucknow,Uttar Pradesh,15.169154,85.66142,1995,2678.72,5,5.1,No,0.241,0.05,30.7
Kanpur,Uttar Pradesh,30.207525,78.132208,2430,712.85,5,0.5,Yes,0.463,0.693,20.9
Nagpur,Maharashtra,23.138784,83.328224,1886,1539.35,3,4.6,Yes,0.637,0.416,16
Visakhapatnam,Andhra Pradesh,18.695647,89.270811,795,1719.01,2,8.2,No,0.961,0.785,25.9
Bhopal,Madhya Pradesh,9.287871,83.733056,2691,1217.96,5,8.5,Yes,0.498,0.245,41
Patna,Bihar,17.128222,83.946734,1847,1144.39,2,4.4,Yes,0.599,0.055,35
Vadodara,Gujarat,20.299734,75.501285,1766,699.37,4,0.3,No,0.365,0.117,23.8
Ghaziabad,Uttar Pradesh,31.636153,87.480875,203,3294.79,1,2.8,No,0.51,0.998,39.6
Ludhiana,Punjab,32.255346,90.043939,186,2540.94,2,3.6,Yes,0.493,0.138,24.4
Agra,Uttar Pradesh,15.744109,93.005385,2199,1598.67,4,5.6,No,0.747,0.387,43.7
Nashik,Maharashtra,10.371255,75.325475,1361,2610.54,2,1.4,Yes,0.232,0.897,33.5
Faridabad,Haryana,20.578738,70.524848,716,570.64,4,9.8,Yes,0.447,0.428,33.4
Meerut,Uttar Pradesh,13.464368,90.09966,1229,3642.27,4,0.1,No,0.44,0.734,14.3
Rajkot,Gujarat,24.955733,92.600309,2456,1748.33,5,0.6,No,0.896,0.39,11.1
Kalyan,Maharashtra,29.733003,72.726298,1761,4455.3,3,4.3,Yes,0.878,0.599,26.5
Vasai-Virar,Maharashtra,15.094196,83.317448,2290,3374.27,1,9.8,Yes,0.472,0.842,20.6
Varanasi,Uttar Pradesh,22.787798,83.46356,294,1284.88,1,5.8,Yes,0.73,0.351,21.6
Srinagar,Jammu & Kashmir,19.484261,95.397063,192,1351.46,3,6.5,Yes,0.624,0.816,37.2
Aurangabad,Maharashtra,16.275818,92.654908,1061,1079.29,3,8.2,Yes,0.416,0.671,44
Dhanbad,Jharkhand,30.23552,87.041403,2378,4257.51,2,1.4,Yes,0.57,0.701,39
Mumbai,Maharashtra,11.034928,77.755123,2943,2874.91,3,5.4,No,0.154,0.856,17.3
Delhi,Delhi,11.371595,68.923466,2307,4814.38,5,5.3,Yes,0.129,0.762,29.7
Bangalore,Karnataka,12.208502,73.733356,671,3546.68,2,9.1,No,0.668,0.945,14.7
Hyderabad,Telangana,21.728006,75.568426,1351,4276.05,3,6.2,Yes,0.147,0.97,27.6
Ahmedabad,Gujarat,30.264928,79.713117,721,2263.92,2,7.3,Yes,0.851,0.552,43.2
Chennai,Tamil Nadu,15.810096,70.21374,845,2292.02,3,5.3,Yes,0.046,0.698,21.9
Kolkata,West Bengal,22.194007,92.0798,1439,1726.77,4,6.3,No,0.456,0.229,35.6
Pune,Maharashtra,35.116577,84.358541,540,4662.07,5,8.2,No,0.357,0.303,31.2
Jaipur,Rajasthan,22.693701,91.370905,667,4779.28,1,2.9,Yes,0.298,0.552,30.2
Surat,Gujarat,33.120759,91.418946,1609,1154.36,3,9.1,Yes,0.105,0.785,12.7
Lucknow,Uttar Pradesh,11.327024,79.697988,2401,4488.04,4,5.4,No,0.153,0.955,41.9
Kanpur,Uttar Pradesh,35.676976,76.824727,536,3971.14,3,7.5,Yes,0.467,0.743,11.5
Nagpur,Maharashtra,19.056225,77.142839,867,2619.62,4,5.6,Yes,0.362,0.018,42.7
Visakhapatnam,Andhra Pradesh,23.039105,87.364257,1440,2098.45,1,4,No,0.541,0.125,38.4
Bhopal,Madhya Pradesh,32.956916,88.17674,1241,1288.26,5,6.1,No,0.672,0.641,42.5
Patna,Bihar,27.959898,81.861035,1259,4187.01,2,2.9,Yes,0.3,0.244,14.8
Vadodara,Gujarat,30.034564,92.418387,1084,1997.68,4,6.7,No,0.022,0.097,33.6
Ghaziabad,Uttar Pradesh,21.772093,85.47113,1211,1545.9,5,3.7,No,0.137,0.51,39.3
Ludhiana,Punjab,35.943467,82.447848,2904,1476.23,4,8.8,No,0.761,0.22,34.3
Agra,Uttar Pradesh,24.108541,89.344229,345,4261.52,1,4,No,0.385,0.79,26.6
Nashik,Maharashtra,28.831792,93.956374,519,4386.69,5,7.9,Yes,0.321,0.872,36.3
Faridabad,Haryana,36.484657,76.544777,2504,3796.98,5,2.2,No,0.724,0.854,20.1
Meerut,Uttar Pradesh,21.489473,74.038732,2668,1666.85,2,9.5,Yes,0.71,0.721,44.6
Rajkot,Gujarat,33.166252,84.323209,1372,3608.79,2,5.1,Yes,0.295,0.459,27.3
Kalyan,Maharashtra,10.428053,80.199858,1625,2529.23,4,2.8,No,0.712,0.101,27.8
Vasai-Virar,Maharashtra,30.467872,95.751453,2782,1903.67,4,4.1,No,0.828,0.995,14.6
Varanasi,Uttar Pradesh,35.55173,75.23915,230,4436.9,4,9.8,No,0.522,0.981,43.5
Srinagar,Jammu & Kashmir,19.531021,71.217237,2175,2984.88,1,3.5,Yes,0.38,0.535,23.3
Aurangabad,Maharashtra,35.789911,72.146575,477,1631.26,3,7.5,Yes,0.479,0.593,15.1
Dhanbad,Jharkhand,22.870327,81.355939,1733,833.23,5,1.8,No,0.211,0.27,17
Mumbai,Maharashtra,25.235481,88.099402,133,3324.86,4,9.1,Yes,0.935,0.33,23.6
Delhi,Delhi,19.741689,80.17608,817,914.86,5,3.5,Yes,0.159,0.233,30.2
Bangalore,Karnataka,17.545422,79.89487,2579,4505.28,3,0.8,No,0.097,0.786,32.7
Hyderabad,Telangana,21.08322,86.318889,1991,1322.65,5,1.5,Yes,0.638,0.104,24.1
Ahmedabad,Gujarat,27.554534,72.081357,2683,1044.72,3,4.6,No,0.183,0.582,44.7
Chennai,Tamil Nadu,33.662174,78.176339,2847,2190.19,1,4.1,No,0.216,0.239,13.6
Kolkata,West Bengal,10.209501,78.161213,1032,1888.27,4,9.1,No,0.885,0.289,14.3
Pune,Maharashtra,30.380913,72.574877,2088,2005.91,2,0.9,Yes,0.638,0.668,41.4
Jaipur,Rajasthan,34.401887,73.940822,2863,1268.37,2,4.8,Yes,0.62,0.399,33.4
Surat,Gujarat,17.876371,86.376903,1767,3778.62,5,5.4,Yes,0.66,0.056,16
Lucknow,Uttar Pradesh,22.607117,86.867113,2550,3986.15,3,0.9,No,0.433,0.656,22.4
Kanpur,Uttar Pradesh,17.186724,96.686817,527,1833.48,1,0.2,Yes,0.949,0.625,14.6
Nagpur,Maharashtra,35.711235,70.475026,899,3931.6,5,3.5,Yes,0.297,0.105,30.4
Visakhapatnam,Andhra Pradesh,27.661376,72.81552,1613,3843.73,5,3.3,No,0.282,0.798,34.8
Bhopal,Madhya Pradesh,20.29172,69.734222,2049,3607.33,1,8.8,Yes,0.218,0.359,30.8
